-1.#IND,1.#QNAN,-2147483648,0,0,0.015,12.911,0.012911,
-1.#IND,1.#QNAN,-2147483648,0,0,0.034,16.97,0.01697,
-1.#IND,1.#QNAN,-2147483648,0,0,0.05,21.378,0.021378,
-1.#IND,1.#QNAN,-2147483648,0,0,0.077,36.6708,0.0366708,
-1.#IND,1.#QNAN,-2147483648,0,0,0.109,52.8711,0.0528711,
-1.#IND,1.#QNAN,-2147483648,0,0,0.142,69.965,0.069965,
-1.#IND,1.#QNAN,-2147483648,0,0,0.178,92.465,0.092465,
-1.#IND,1.#QNAN,-2147483648,0,0,0.208,113.95,0.11395,
-1.#IND,1.#QNAN,-2147483648,0,0,0.241,137.829,0.137829,
-1.#IND,1.#QNAN,-2147483648,0,0,0.29,178.687,0.178687,
-1.#IND,1.#QNAN,-2147483648,0,0,0.321,204.33,0.20433,
-1.#IND,1.#QNAN,-2147483648,0,0,0.353,229.861,0.229861,
-1.#IND,1.#QNAN,-2147483648,0,0,0.387,258.383,0.258383,
-1.#IND,1.#QNAN,-2147483648,0,0,0.417,286.29,0.28629,
-1.#IND,1.#QNAN,-2147483648,0,0,0.449,315.312,0.315312,
-1.#IND,1.#QNAN,-2147483648,0,0,0.482,345,0.345,
-1.#IND,1.#QNAN,-2147483648,0,0,0.514,360.79,0.36079,
-1.#IND,1.#QNAN,-2147483648,0,0,0.546,377.404,0.377404,
-1.#IND,1.#QNAN,-2147483648,0,0,0.579,395.622,0.395622,
-1.#IND,1.#QNAN,-2147483648,0,0,0.629,431.459,0.431459,
-1.#IND,1.#QNAN,-2147483648,0,0,0.661,454.106,0.454106,
-1.#IND,1.#QNAN,-2147483648,0,0,0.695,478.537,0.478537,
-1.#IND,1.#QNAN,-2147483648,0,0,0.719,494.241,0.494241,
-1.#IND,1.#QNAN,-2147483648,0,0,0.751,512.726,0.512726,
-1.#IND,1.#QNAN,-2147483648,0,0,0.783,532.494,0.532494,
-1.#IND,1.#QNAN,-2147483648,0,0,0.815,552.628,0.552628,
-1.#IND,1.#QNAN,-2147483648,0,0,0.847,573.279,0.573279,
-1.#IND,1.#QNAN,-2147483648,0,0,0.879,594.465,0.594465,
-1.#IND,1.#QNAN,-2147483648,0,0,0.911,617.81,0.61781,
-1.#IND,1.#QNAN,-2147483648,0,0,0.971,669.905,0.669905,
-1.#IND,1.#QNAN,-2147483648,0,0,0.998,683.228,0.683228,
-1.#IND,1.#QNAN,-2147483648,0,0,1.035,704.907,0.704907,
-1.#IND,1.#QNAN,-2147483648,0,0,1.054,713.744,0.713744,
-1.#IND,1.#QNAN,-2147483648,0,0,1.085,738.958,0.738958,
-1.#IND,1.#QNAN,-2147483648,0,0,1.117,765.003,0.765003,
-1.#IND,1.#QNAN,-2147483648,0,0,1.149,792.427,0.792427,
-1.#IND,1.#QNAN,-2147483648,0,0,1.184,822.901,0.822901,
-1.#IND,1.#QNAN,-2147483648,0,0,1.218,840.003,0.840003,
-1.#IND,1.#QNAN,-2147483648,0,0,1.251,859.796,0.859796,
-1.#IND,1.#QNAN,-2147483648,0,0,1.312,909.249,0.909249,
