-1.#IND,1.#QNAN,-2147483648,0,0,0.024,9.17851,0.00917851,
-139.824,50.9,148,0,0,0.049,31.6059,0.0316059,
-139.538,52.1618,148,25,-48,0.078,52.4972,0.0524972,
-138.96,52.9368,148,106,-108,0.111,74.6721,0.0746721,
-1.#IND,1.#QNAN,-2147483648,189,-194,0.154,109.031,0.109031,
-1.#IND,1.#QNAN,-2147483648,201,-194,0.192,134.407,0.134407,
-1.#IND,1.#QNAN,-2147483648,201,-194,0.228,164.105,0.164105,
-97.4845,27.9068,101,200,-193,0.255,189.811,0.189811,
-97.6272,27.9527,101,225,-224,0.286,215.206,0.215206,
-97.5843,28.0904,101,291,-260,0.318,240.986,0.240986,
-93.6857,28.7143,97,373,-314,0.349,267.273,0.267273,
-1.#IND,1.#QNAN,-2147483648,473,-365,0.381,294.454,0.294454,
-1.#IND,1.#QNAN,-2147483648,522,-370,0.414,322.323,0.322323,
-1.#IND,1.#QNAN,-2147483648,516,-369,0.445,350.351,0.350351,
-49.6352,6.44025,50,516,-369,0.493,395.574,0.395574,
-50.1747,6.72892,50,533,-369,0.525,425.839,0.425839,
-50.25,6.7381,50,590,-376,0.569,452.663,0.452663,
-48.363,6.54815,48,648,-384,0.6,479.218,0.479218,
-33.7,14.2,36,706,-393,0.632,507.208,0.507208,
-23.6875,12.5,26,775,-414,0.663,534.471,0.534471,
-11.5625,11.1875,16,826,-432,0.695,561.994,0.561994,
2.33333,10,10,858,-443,0.726,588.517,0.588517,
4.09091,-0.363636,4,864,-452,0.755,614.933,0.614933,
9.35172,-2.04828,9,864,-452,0.786,641.528,0.641528,
11.1173,-2.97531,11,858,-449,0.83,680.979,0.680979,
11.1329,-2.92405,11,852,-446,0.864,707.287,0.707287,
10.7375,-2.13125,10,844,-445,0.897,735.223,0.735223,
9.1962,-2.17722,9,835,-443,0.929,763.178,0.763178,
7.63522,-2.01887,7,827,-443,0.96,790.141,0.790141,
5.75949,-1.82911,6,819,-439,0.991,817.445,0.817445,
4.41916,-1.60479,4,817,-438,1.021,844.656,0.844656,
3.05625,-1.55625,3,812,-437,1.059,877.047,0.877047,
2.85093,-1.29193,3,811,-437,1.094,899.764,0.899764,
2.8,-1.19375,3,809,-436,1.124,921.372,0.921372,
3.37576,-1.27879,3,808,-435,1.16,948.012,0.948012,
4.11465,-1.34395,4,807,-434,1.192,974.491,0.974491,
5.2875,-1.15,5,805,-433,1.224,1001.56,1.00156,
6.34756,-0.695122,6,801,-430,1.259,1033.49,1.03349,
6.44512,-0.518293,6,796,-430,1.301,1059.93,1.05993,
6,-0.289157,6,789,-429,1.332,1086.11,1.08611,
5.39752,-0.31677,5,786,-429,1.363,1112.34,1.11234,
5.33735,-0.271084,5,782,-429,1.394,1138.71,1.13871,
5.30723,-0.319277,5,780,-429,1.427,1165.31,1.16531,
4.40741,-0.506173,4,776,-429,1.457,1192.34,1.19234,
3.58385,-0.354037,3,775,-429,1.499,1229.42,1.22942,
2.48447,-0.335404,2,774,-428,1.535,1254.93,1.25493,
1.98758,-0.47205,2,773,-427,1.566,1281.03,1.28103,
1.53049,-0.585366,1,772,-427,1.597,1307.35,1.30735,
1.41615,-0.521739,1,772,-427,1.628,1333.48,1.33348,
1.09554,-0.471338,1,772,-427,1.662,1360.48,1.36048,
1.10191,-0.477707,1,771,-427,1.691,1384.95,1.38495,
0.941558,-0.409091,1,771,-427,1.723,1411.17,1.41117,
0.771242,-0.339869,0,771,-427,1.755,1438.6,1.4386,
0.75,-0.307692,0,771,-427,1.787,1466.59,1.46659,
0.677215,-0.348101,0,771,-427,1.836,1512.38,1.51238,
0.471698,-0.396226,0,771,-427,1.879,1538.91,1.53891,
0.178344,-0.401274,0,769,-427,1.911,1566.26,1.56626,
0.0192308,-0.205128,0,769,-427,1.941,1591.59,1.59159,
-0.367742,0.135484,0,769,-427,1.973,1617.35,1.61735,
-0.557692,0.288462,0,769,-427,2.004,1643.12,1.64312,
-0.8,0.548387,0,769,-427,2.035,1669.04,1.66904,
-1.07051,0.878205,1,769,-427,2.067,1696.33,1.69633,
-1.23684,1.08553,1,769,-427,2.099,1724.49,1.72449,
-1.14194,1.29032,1,769,-427,2.13,1751.74,1.75174,
-1.08125,1.7625,2,769,-427,2.173,1790.87,1.79087,
-0.886792,2.21384,2,769,-427,2.207,1816.95,1.81695,
-0.641509,2.6478,2,769,-427,2.239,1843.8,1.8438,
-0.407643,3.17834,3,769,-427,2.269,1869.35,1.86935,
-0.626582,3.44304,3,768,-428,2.302,1897.25,1.89725,
-0.408805,4.12579,4,768,-429,2.332,1924.98,1.92498,
-0.273292,4.7205,4,768,-431,2.365,1953.12,1.95312,
-0.2,5.08125,5,768,-432,2.397,1981.35,1.98135,
0.115854,5.29268,5,767,-436,2.431,2012.59,2.01259,
0.17284,4.90123,4,767,-440,2.474,2040.26,2.04026,
0.341772,4.67089,4,767,-443,2.51,2072.12,2.07212,
0.29697,4.44242,4,767,-446,2.552,2099.93,2.09993,
