"name" "colony" "sex" "rep" "steps" "Min.step" "Max.step" "judgement" "TP.Xmin" "TP.Xmax" "TP.exponent" "TP.fitted.steps" "TP.fit" "TP.OOM" "Exp.Xmin" "Exp.exponent" "Exp.fitted.steps" "Exp.fit" "Exp.OOM" "EXP.AICw" "EXP.comp.AICw" "TP.AICw" "TP.comp.AICw"
"53" "Rs_103_F2_1" "Rs_103" "F" "2" "163" "0.023725" "163.65505" "TP" "18.766475" "115.25605" "1.25" "77" "0.0587526582789503" "0.788281026971435" "2.13525" "0.0305938341499819" "127" "0.071341774426843" "1.88448068059205" "0.999999983587015" "1.64129853730589e-08" "1.64129853730589e-08" "0.999999983587015"
"54" "Rs_103_F2_2" "Rs_103" "F" "2" "177" "0.023725" "176.632625" "TP" "15.587325" "144.8174" "1.34" "90" "0.0497570450140369" "0.968049155387043" "4.88735" "0.0262392941985501" "121" "0.0741451012107934" "1.55799748171904" "0.672753780608171" "0.327246219391829" "0.327246219391829" "0.672753780608171"
"55" "Rs_103_F2_3" "Rs_103" "F" "2" "167" "0.023725" "114.046075" "Mixed" "0.023725" "57.3196" "0.68" "159" "0.03810130045334" "3.38309692994909" "1.7082" "0.0424642845780926" "122" "0.0579152104596433" "1.82454162569738" "0.999991707703488" "8.29229651182608e-06" "8.29229651182608e-06" "0.999991707703488"
"56" "Rs_103_F2_4" "Rs_103" "F" "2" "163" "0.04745" "79.6211" "Mixed" "0.14235" "48.7786" "0.71" "147" "0.0370043077062175" "2.53487185993959" "2.680925" "0.0507799810709756" "113" "0.0787936988183572" "1.47274350867324" "0.00890676513270312" "0.991093234867297" "0.991093234867297" "0.00890676513270312"
"57" "Rs_103_F3_1" "Rs_103" "F" "3" "217" "0.023725" "173.0976" "TP" "27.687075" "109.443425" "1.8" "83" "0.0544511715040214" "0.596912598562896" "0.90155" "0.0316215734268124" "197" "0.0551402823519849" "2.28330122870355" "1" "1.54373038823737e-22" "1.54373038823737e-22" "1"
"58" "Rs_103_F3_2" "Rs_103" "F" "3" "203" "0.023725" "301.805725" "TP" "5.3144" "121.2822" "1.18" "157" "0.0523843983388842" "1.35834282681618" "0.023725" "0.0333748425402056" "203" "0.10037684729064" "4.10452125261833" "1" "2.74470504708177e-47" "2.74470504708177e-47" "1"
"59" "Rs_103_F3_3" "Rs_103" "F" "3" "57" "0.023725" "18.054725" "Mixed" "0.071175" "18.054725" "1.16" "49" "0.0723702873059548" "2.40426340205091" "0.2847" "0.282189005963359" "30" "0.228114234851695" "1.80220341072295" "0.0397257004455045" "0.960274299554496" "0.960274299554496" "0.0397257004455045"
"60" "Rs_103_F3_4" "Rs_103" "F" "3" "169" "0.023725" "38.76665" "Mixed" "3.5113" "29.917225" "0.19" "107" "0.0402795279961731" "0.930453371178124" "0.023725" "0.0838507353709492" "169" "0.10754674556213" "3.2132520521964" "1.56475331995561e-22" "1" "1" "1.56475331995561e-22"
"61" "Rs_103_M1_1" "Rs_103" "M" "1" "138" "0.023725" "577.7512" "Mixed" "0.166075" "198.1512" "0.84" "127" "0.0396887823431411" "3.07669244564393" "13.80795" "0.012697134330537" "68" "0.0568067216861002" "1.62161165044059" "0.999999324517375" "6.7548262520721e-07" "6.7548262520721e-07" "0.999999324517375"
"62" "Rs_103_M1_2" "Rs_103" "M" "1" "171" "0.023725" "132.646475" "Mixed" "0.023725" "58.624475" "0.61" "159" "0.0434519933146584" "3.39287274540208" "2.9419" "0.0377751498600799" "127" "0.0808551255245553" "1.65406780709644" "0.999999789069714" "2.10930285686821e-07" "2.10930285686821e-07" "0.999999789069714"
"63" "Rs_103_M1_3" "Rs_103" "M" "1" "158" "0.04745" "223.6793" "Mixed" "0.260975" "128.5895" "0.72" "149" "0.0444912575213535" "2.69260660138016" "5.7889" "0.0223285970469785" "109" "0.086147598730045" "1.58702974751356" "0.999977454846289" "2.25451537105524e-05" "2.25451537105524e-05" "0.999977454846289"
"64" "Rs_103_M1_4" "Rs_103" "M" "1" "70" "0.023725" "61.82735" "Mixed" "0.0949" "33.475975" "0.86" "49" "0.0890895614866434" "2.54746702242639" "1.731925" "0.0613721244834978" "33" "0.158610587872121" "1.55265155125611" "0.00166962538988961" "0.998330374610111" "0.998330374610111" "0.00166962538988961"
